,video-file,kind,engine,identity-source,identity-target,recording-source,recording-target,recording-target-ai-generated,gesture-type,script-type
77,facefusion--112-113--2696-909--0.mp4,face-swap,facefusion,112,113,2696,909,False,no-gesture,unscripted
78,facefusion--112-113--3124-4050--0.mp4,face-swap,facefusion,112,113,3124,4050,False,no-gesture,scripted-short
79,facefusion--112-113--410-2647--0.mp4,face-swap,facefusion,112,113,410,2647,False,no-gesture,scripted-short
80,facefusion--113-112--1041-683--0.mp4,face-swap,facefusion,113,112,1041,683,False,wave,no-speech
81,facefusion--113-112--1717-546--0.mp4,face-swap,facefusion,113,112,1717,546,False,no-gesture,scripted-long
82,facefusion--113-112--2515-1756--0.mp4,face-swap,facefusion,113,112,2515,1756,False,no-gesture,scripted-short
83,facefusion--113-112--2790-1897--0.mp4,face-swap,facefusion,113,112,2790,1897,False,no-gesture,unscripted
84,facefusion--113-112--3966-3130--0.mp4,face-swap,facefusion,113,112,3966,3130,False,no-gesture,scripted-short
85,facefusion--114-115--1215-2701--0.mp4,face-swap,facefusion,114,115,1215,2701,False,no-gesture,unscripted
86,facefusion--114-115--14-1494--0.mp4,face-swap,facefusion,114,115,14,1494,False,no-gesture,scripted-short
87,facefusion--114-115--3160-3232--0.mp4,face-swap,facefusion,114,115,3160,3232,False,no-gesture,scripted-short
88,facefusion--114-115--547-551--0.mp4,face-swap,facefusion,114,115,547,551,False,no-gesture,scripted-long
89,facefusion--114-115--684-284--0.mp4,face-swap,facefusion,114,115,684,284,False,move-head,no-speech
90,facefusion--115-114--1363-280--0.mp4,face-swap,facefusion,115,114,1363,280,False,move-head,no-speech
91,facefusion--115-114--1627-547--0.mp4,face-swap,facefusion,115,114,1627,547,False,no-gesture,scripted-long
92,facefusion--115-114--2701-1215--0.mp4,face-swap,facefusion,115,114,2701,1215,False,no-gesture,unscripted
93,facefusion--115-114--3232-3142--0.mp4,face-swap,facefusion,115,114,3232,3142,False,no-gesture,scripted-short
94,facefusion--115-114--415-411--0.mp4,face-swap,facefusion,115,114,415,411,False,no-gesture,scripted-short
95,facefusion--116-117--1491-2295--0.mp4,face-swap,facefusion,116,117,1491,2295,False,no-gesture,scripted-short
96,facefusion--116-117--1624-558--0.mp4,face-swap,facefusion,116,117,1624,558,False,no-gesture,scripted-long
97,facefusion--116-117--281-291--0.mp4,face-swap,facefusion,116,117,281,291,False,move-head,no-speech
98,facefusion--116-117--3170-3343--0.mp4,face-swap,facefusion,116,117,3170,3343,False,no-gesture,scripted-short
99,facefusion--116-117--817-1908--0.mp4,face-swap,facefusion,116,117,817,1908,False,no-gesture,unscripted
100,facefusion--117-116--1092-1491--0.mp4,face-swap,facefusion,117,116,1092,1491,False,no-gesture,scripted-short
101,facefusion--117-116--291-1360--0.mp4,face-swap,facefusion,117,116,291,1360,False,move-head,no-speech
102,facefusion--117-116--3395-3167--0.mp4,face-swap,facefusion,117,116,3395,3167,False,no-gesture,scripted-short
103,facefusion--117-116--558-1624--0.mp4,face-swap,facefusion,117,116,558,1624,False,no-gesture,scripted-long
104,facefusion--117-116--827-817--0.mp4,face-swap,facefusion,117,116,827,817,False,no-gesture,unscripted
105,facefusion--118-119--1626-1737--0.mp4,face-swap,facefusion,118,119,1626,1737,False,no-gesture,scripted-long
106,facefusion--118-119--2033-2667--0.mp4,face-swap,facefusion,118,119,2033,2667,False,no-gesture,scripted-short
107,facefusion--118-119--3209-3664--0.mp4,face-swap,facefusion,118,119,3209,3664,False,no-gesture,scripted-short
108,facefusion--118-119--687-796--0.mp4,face-swap,facefusion,118,119,687,796,False,move-head,no-speech
109,facefusion--118-119--819-1327--0.mp4,face-swap,facefusion,118,119,819,1327,False,no-gesture,unscripted
110,facefusion--119-118--1061-687--0.mp4,face-swap,facefusion,119,118,1061,687,False,wave,no-speech
111,facefusion--119-118--1195-17--0.mp4,face-swap,facefusion,119,118,1195,17,False,no-gesture,scripted-short
112,facefusion--119-118--1737-1626--0.mp4,face-swap,facefusion,119,118,1737,1626,False,no-gesture,scripted-long
113,facefusion--119-118--4085-3132--0.mp4,face-swap,facefusion,119,118,4085,3132,False,no-gesture,scripted-short
114,facefusion--119-118--929-819--0.mp4,face-swap,facefusion,119,118,929,819,False,no-gesture,unscripted
115,facefusion--12-13--4358-4374--0.mp4,face-swap,facefusion,12,13,4358,4374,False,move-head,no-speech
116,facefusion--12-13--4873-4117--0.mp4,face-swap,facefusion,12,13,4873,4117,False,no-gesture,scripted-long
117,facefusion--12-13--5639-5063--0.mp4,face-swap,facefusion,12,13,5639,5063,False,no-gesture,scripted-short
118,facefusion--12-13--5813-4717--0.mp4,face-swap,facefusion,12,13,5813,4717,False,no-gesture,unscripted
119,facefusion--12-13--6007-6284--0.mp4,face-swap,facefusion,12,13,6007,6284,False,no-gesture,scripted-short
120,facefusion--120-121--153-30--0.mp4,face-swap,facefusion,120,121,153,30,False,no-gesture,scripted-short
121,facefusion--120-121--1628-564--0.mp4,face-swap,facefusion,120,121,1628,564,False,no-gesture,scripted-long
122,facefusion--120-121--1902-831--0.mp4,face-swap,facefusion,120,121,1902,831,False,no-gesture,unscripted
123,facefusion--120-121--285-1373--0.mp4,face-swap,facefusion,120,121,285,1373,False,move-head,no-speech
124,facefusion--120-121--3249-3503--0.mp4,face-swap,facefusion,120,121,3249,3503,False,no-gesture,scripted-short
125,facefusion--121-120--2175-689--0.mp4,face-swap,facefusion,121,120,2175,689,False,move-head,no-speech
126,facefusion--121-120--2712-2702--0.mp4,face-swap,facefusion,121,120,2712,2702,False,no-gesture,unscripted
127,facefusion--121-120--30-2289--0.mp4,face-swap,facefusion,121,120,30,2289,False,no-gesture,scripted-short
128,facefusion--121-120--3514-3257--0.mp4,face-swap,facefusion,121,120,3514,3257,False,no-gesture,scripted-short
129,facefusion--121-120--564-1628--0.mp4,face-swap,facefusion,121,120,564,1628,False,no-gesture,scripted-long
130,facefusion--122-123--1365-306--0.mp4,face-swap,facefusion,122,123,1365,306,False,move-head,no-speech
131,facefusion--122-123--1763-439--0.mp4,face-swap,facefusion,122,123,1763,439,False,no-gesture,scripted-short
132,facefusion--122-123--1903-1242--0.mp4,face-swap,facefusion,122,123,1903,1242,False,no-gesture,unscripted
133,facefusion--122-123--3274-2972--0.mp4,face-swap,facefusion,122,123,3274,2972,False,no-gesture,scripted-short
134,facefusion--122-123--553-1651--0.mp4,face-swap,facefusion,122,123,553,1651,False,no-gesture,scripted-long
135,facefusion--123-122--2449-417--0.mp4,face-swap,facefusion,123,122,2449,417,False,no-gesture,scripted-short
136,facefusion--123-122--3670-3270--0.mp4,face-swap,facefusion,123,122,3670,3270,False,no-gesture,scripted-short
137,facefusion--123-122--576-1629--0.mp4,face-swap,facefusion,123,122,576,1629,False,no-gesture,scripted-long
138,facefusion--123-122--843-1903--0.mp4,face-swap,facefusion,123,122,843,1903,False,no-gesture,unscripted
139,facefusion--123-122--975-1365--0.mp4,face-swap,facefusion,123,122,975,1365,False,wave,no-speech
140,facefusion--124-125--1366-1403--0.mp4,face-swap,facefusion,124,125,1366,1403,False,move-head,no-speech
141,facefusion--124-125--155-1535--0.mp4,face-swap,facefusion,124,125,155,1535,False,no-gesture,scripted-short
142,facefusion--124-125--1630-594--0.mp4,face-swap,facefusion,124,125,1630,594,False,no-gesture,scripted-long
143,facefusion--124-125--2704-861--0.mp4,face-swap,facefusion,124,125,2704,861,False,no-gesture,unscripted
144,facefusion--124-125--3320-3854--0.mp4,face-swap,facefusion,124,125,3320,3854,False,no-gesture,scripted-short
145,facefusion--125-124--1535-418--0.mp4,face-swap,facefusion,125,124,1535,418,False,no-gesture,scripted-short
146,facefusion--125-124--1942-1222--0.mp4,face-swap,facefusion,125,124,1942,1222,False,no-gesture,unscripted
147,facefusion--125-124--324-691--0.mp4,face-swap,facefusion,125,124,324,691,False,move-head,no-speech
148,facefusion--125-124--3766-3320--0.mp4,face-swap,facefusion,125,124,3766,3320,False,no-gesture,scripted-short
149,facefusion--125-124--594-1630--0.mp4,face-swap,facefusion,125,124,594,1630,False,no-gesture,scripted-long
150,facefusion--126-127--1905-2765--0.mp4,face-swap,facefusion,126,127,1905,2765,False,no-gesture,unscripted
151,facefusion--126-127--22-2352--0.mp4,face-swap,facefusion,126,127,22,2352,False,no-gesture,scripted-short
152,facefusion--126-127--288-751--0.mp4,face-swap,facefusion,126,127,288,751,False,move-head,no-speech
153,facefusion--126-127--3336-3364--0.mp4,face-swap,facefusion,126,127,3336,3364,False,no-gesture,scripted-short
154,facefusion--126-127--555-1692--0.mp4,face-swap,facefusion,126,127,555,1692,False,no-gesture,scripted-long
155,facefusion--127-126--1016-288--0.mp4,face-swap,facefusion,127,126,1016,288,False,wave,no-speech
156,facefusion--127-126--1692-1631--0.mp4,face-swap,facefusion,127,126,1692,1631,False,no-gesture,scripted-long
157,facefusion--127-126--1965-1905--0.mp4,face-swap,facefusion,127,126,1965,1905,False,no-gesture,unscripted
158,facefusion--127-126--2490-22--0.mp4,face-swap,facefusion,127,126,2490,22,False,no-gesture,scripted-short
159,facefusion--127-126--3876-2834--0.mp4,face-swap,facefusion,127,126,3876,2834,False,no-gesture,scripted-short
160,facefusion--128-129--1224-2713--0.mp4,face-swap,facefusion,128,129,1224,2713,False,no-gesture,unscripted
161,facefusion--128-129--1632-565--0.mp4,face-swap,facefusion,128,129,1632,565,False,no-gesture,scripted-long
162,facefusion--128-129--2430-164--0.mp4,face-swap,facefusion,128,129,2430,164,False,no-gesture,scripted-short
163,facefusion--128-129--3043-3492--0.mp4,face-swap,facefusion,128,129,3043,3492,False,no-gesture,scripted-short
164,facefusion--128-129--958-964--0.mp4,face-swap,facefusion,128,129,958,964,False,wave,no-speech
165,facefusion--129-128--1231-1906--0.mp4,face-swap,facefusion,129,128,1231,1906,False,no-gesture,unscripted
166,facefusion--129-128--2176-289--0.mp4,face-swap,facefusion,129,128,2176,289,False,move-head,no-speech
167,facefusion--129-128--2438-1499--0.mp4,face-swap,facefusion,129,128,2438,1499,False,no-gesture,scripted-short
168,facefusion--129-128--3518-3346--0.mp4,face-swap,facefusion,129,128,3518,3346,False,no-gesture,scripted-short
169,facefusion--129-128--565-1632--0.mp4,face-swap,facefusion,129,128,565,1632,False,no-gesture,scripted-long
170,facefusion--13-12--4117-4873--0.mp4,face-swap,facefusion,13,12,4117,4873,False,no-gesture,scripted-long
171,facefusion--13-12--4460-4444--0.mp4,face-swap,facefusion,13,12,4460,4444,False,no-gesture,unscripted
172,facefusion--13-12--5321-4617--0.mp4,face-swap,facefusion,13,12,5321,4617,False,no-gesture,scripted-short
173,facefusion--13-12--6284-6007--0.mp4,face-swap,facefusion,13,12,6284,6007,False,no-gesture,scripted-short
174,facefusion--130-131--1225-1243--0.mp4,face-swap,facefusion,130,131,1225,1243,False,no-gesture,unscripted
175,facefusion--130-131--1633-1652--0.mp4,face-swap,facefusion,130,131,1633,1652,False,no-gesture,scripted-long
176,facefusion--130-131--1767-43--0.mp4,face-swap,facefusion,130,131,1767,43,False,no-gesture,scripted-short
177,facefusion--130-131--290-1386--0.mp4,face-swap,facefusion,130,131,290,1386,False,move-head,no-speech
178,facefusion--130-131--3379-2986--0.mp4,face-swap,facefusion,130,131,3379,2986,False,no-gesture,scripted-short
179,facefusion--131-130--1243-1225--0.mp4,face-swap,facefusion,131,130,1243,1225,False,no-gesture,unscripted
180,facefusion--131-130--1652-1633--0.mp4,face-swap,facefusion,131,130,1652,1633,False,no-gesture,scripted-long
181,facefusion--131-130--3289-3379--0.mp4,face-swap,facefusion,131,130,3289,3379,False,no-gesture,scripted-short
182,facefusion--131-130--43-2431--0.mp4,face-swap,facefusion,131,130,43,2431,False,no-gesture,scripted-short
183,facefusion--131-130--976-290--0.mp4,face-swap,facefusion,131,130,976,290,False,wave,no-speech
184,facefusion--132-133--1227-2761--0.mp4,face-swap,facefusion,132,133,1227,2761,False,no-gesture,unscripted
185,facefusion--132-133--1635-613--0.mp4,face-swap,facefusion,132,133,1635,613,False,no-gesture,scripted-long
186,facefusion--132-133--1769-1822--0.mp4,face-swap,facefusion,132,133,1769,1822,False,no-gesture,scripted-short
187,facefusion--132-133--2173-747--0.mp4,face-swap,facefusion,132,133,2173,747,False,move-head,no-speech
188,facefusion--132-133--3435-3960--0.mp4,face-swap,facefusion,132,133,3435,3960,False,no-gesture,scripted-short
189,facefusion--133-132--1554-2565--0.mp4,face-swap,facefusion,133,132,1554,2565,False,no-gesture,scripted-short
190,facefusion--133-132--2219-1371--0.mp4,face-swap,facefusion,133,132,2219,1371,False,move-head,no-speech
191,facefusion--133-132--2761-1227--0.mp4,face-swap,facefusion,133,132,2761,1227,False,no-gesture,unscripted
192,facefusion--133-132--3964-3456--0.mp4,face-swap,facefusion,133,132,3964,3456,False,no-gesture,scripted-short
193,facefusion--133-132--613-559--0.mp4,face-swap,facefusion,133,132,613,559,False,no-gesture,scripted-long
194,facefusion--134-135--1228-2757--0.mp4,face-swap,facefusion,134,135,1228,2757,False,no-gesture,unscripted
195,facefusion--134-135--2434-75--0.mp4,face-swap,facefusion,134,135,2434,75,False,no-gesture,scripted-short
196,facefusion--134-135--293-338--0.mp4,face-swap,facefusion,134,135,293,338,False,move-head,no-speech
197,facefusion--134-135--3473-3483--0.mp4,face-swap,facefusion,134,135,3473,3483,False,no-gesture,scripted-short
198,facefusion--134-135--560-609--0.mp4,face-swap,facefusion,134,135,560,609,False,no-gesture,scripted-long
199,facefusion--135-134--1275-1910--0.mp4,face-swap,facefusion,135,134,1275,1910,False,no-gesture,unscripted
200,facefusion--135-134--1417-1372--0.mp4,face-swap,facefusion,135,134,1417,1372,False,move-head,no-speech
201,facefusion--135-134--1684-1636--0.mp4,face-swap,facefusion,135,134,1684,1636,False,no-gesture,scripted-long
202,facefusion--135-134--1818-2043--0.mp4,face-swap,facefusion,135,134,1818,2043,False,no-gesture,scripted-short
203,facefusion--135-134--3083-3473--0.mp4,face-swap,facefusion,135,134,3083,3473,False,no-gesture,scripted-short
204,facefusion--136-137--1641-1643--0.mp4,face-swap,facefusion,136,137,1641,1643,False,no-gesture,scripted-long
205,facefusion--136-137--165-1509--0.mp4,face-swap,facefusion,136,137,165,1509,False,no-gesture,scripted-short
206,facefusion--136-137--2927-3572--0.mp4,face-swap,facefusion,136,137,2927,3572,False,no-gesture,scripted-short
207,facefusion--136-137--296-1377--0.mp4,face-swap,facefusion,136,137,296,1377,False,move-head,no-speech
208,facefusion--136-137--833-1234--0.mp4,face-swap,facefusion,136,137,833,1234,False,no-gesture,unscripted
209,facefusion--137-136--1643-1641--0.mp4,face-swap,facefusion,137,136,1643,1641,False,no-gesture,scripted-long
210,facefusion--137-136--2304-1775--0.mp4,face-swap,facefusion,137,136,2304,1775,False,no-gesture,scripted-short
211,facefusion--137-136--2716-1232--0.mp4,face-swap,facefusion,137,136,2716,1232,False,no-gesture,unscripted
212,facefusion--137-136--530-3534--0.mp4,face-swap,facefusion,137,136,530,3534,False,no-gesture,scripted-short
213,facefusion--137-136--967-700--0.mp4,face-swap,facefusion,137,136,967,700,False,wave,no-speech
214,facefusion--138-139--297-1432--0.mp4,face-swap,facefusion,138,139,297,1432,False,move-head,no-speech
215,facefusion--138-139--834-891--0.mp4,face-swap,facefusion,138,139,834,891,False,no-gesture,unscripted
216,facefusion--139-138--1023-966--0.mp4,face-swap,facefusion,139,138,1023,966,False,wave,no-speech
217,facefusion--139-138--1699-567--0.mp4,face-swap,facefusion,139,138,1699,567,False,no-gesture,scripted-long
218,facefusion--139-138--2629-33--0.mp4,face-swap,facefusion,139,138,2629,33,False,no-gesture,scripted-short
219,facefusion--139-138--2772-1233--0.mp4,face-swap,facefusion,139,138,2772,1233,False,no-gesture,unscripted
220,facefusion--139-138--3933-3549--0.mp4,face-swap,facefusion,139,138,3933,3549,False,no-gesture,scripted-short
221,facefusion--14-15--4102-4121--0.mp4,face-swap,facefusion,14,15,4102,4121,False,no-gesture,scripted-long
222,facefusion--14-15--5307-5241--0.mp4,face-swap,facefusion,14,15,5307,5241,False,no-gesture,scripted-short
223,facefusion--14-15--5467-4550--0.mp4,face-swap,facefusion,14,15,5467,4550,False,wave,no-speech
224,facefusion--14-15--5729-5833--0.mp4,face-swap,facefusion,14,15,5729,5833,False,no-gesture,unscripted
225,facefusion--14-15--6023-6340--0.mp4,face-swap,facefusion,14,15,6023,6340,False,no-gesture,scripted-short
226,facefusion--140-141--1378-1065--0.mp4,face-swap,facefusion,140,141,1378,1065,False,move-head,no-speech
227,facefusion--140-141--1917-1331--0.mp4,face-swap,facefusion,140,141,1917,1331,False,no-gesture,unscripted
228,facefusion--140-141--2574-2537--0.mp4,face-swap,facefusion,140,141,2574,2537,False,no-gesture,scripted-short
229,facefusion--140-141--3362-3218--0.mp4,face-swap,facefusion,140,141,3362,3218,False,no-gesture,scripted-short
230,facefusion--140-141--569-665--0.mp4,face-swap,facefusion,140,141,569,665,False,no-gesture,scripted-long
231,facefusion--141-140--1474-968--0.mp4,face-swap,facefusion,141,140,1474,968,False,move-head,no-speech
232,facefusion--141-140--2400-35--0.mp4,face-swap,facefusion,141,140,2400,35,False,no-gesture,scripted-short
233,facefusion--141-140--2814-2717--0.mp4,face-swap,facefusion,141,140,2814,2717,False,no-gesture,unscripted
234,facefusion--141-140--3218-3576--0.mp4,face-swap,facefusion,141,140,3218,3576,False,no-gesture,scripted-short
235,facefusion--141-140--665-1644--0.mp4,face-swap,facefusion,141,140,665,1644,False,no-gesture,scripted-long
236,facefusion--142-143--1379-722--0.mp4,face-swap,facefusion,142,143,1379,722,False,move-head,no-speech
237,facefusion--142-143--2443-2461--0.mp4,face-swap,facefusion,142,143,2443,2461,False,no-gesture,scripted-short
238,facefusion--142-143--2718-2736--0.mp4,face-swap,facefusion,142,143,2718,2736,False,no-gesture,unscripted
239,facefusion--142-143--3156-3798--0.mp4,face-swap,facefusion,142,143,3156,3798,False,no-gesture,scripted-short
240,facefusion--142-143--570-588--0.mp4,face-swap,facefusion,142,143,570,588,False,no-gesture,scripted-long
241,facefusion--143-142--1663-1645--0.mp4,face-swap,facefusion,143,142,1663,1645,False,no-gesture,scripted-long
242,facefusion--143-142--1936-1918--0.mp4,face-swap,facefusion,143,142,1936,1918,False,no-gesture,unscripted
243,facefusion--143-142--2324-169--0.mp4,face-swap,facefusion,143,142,2324,169,False,no-gesture,scripted-short
244,facefusion--143-142--3796-3429--0.mp4,face-swap,facefusion,143,142,3796,3429,False,no-gesture,scripted-short
245,facefusion--143-142--987-300--0.mp4,face-swap,facefusion,143,142,987,300,False,wave,no-speech
246,facefusion--144-145--1237-1274--0.mp4,face-swap,facefusion,144,145,1237,1274,False,no-gesture,unscripted
247,facefusion--144-145--1646-608--0.mp4,face-swap,facefusion,144,145,1646,608,False,no-gesture,scripted-long
248,facefusion--144-145--3602-3858--0.mp4,face-swap,facefusion,144,145,3602,3858,False,no-gesture,scripted-short
249,facefusion--144-145--37-2613--0.mp4,face-swap,facefusion,144,145,37,2613,False,no-gesture,scripted-short
250,facefusion--144-145--705-1007--0.mp4,face-swap,facefusion,144,145,705,1007,False,move-head,no-speech
251,facefusion--145-144--2481-170--0.mp4,face-swap,facefusion,145,144,2481,170,False,no-gesture,scripted-short
